GUID,ISIN,TRA_TYPE,EXECUTION_PRICE,ORDER_TIMESTAMP,EXECUTION_TIMESTAMP,STOCK_EXCHANGE,INSTR_CCY,SET_CURRENCY,TRADE_CCY,INSTR_CLASS,INSTR_SUB_CLASS,INSTR_DESC,Source,Symbol
B27E0D85,US88160R1014,BUY,645.559,2021-07-27 15:49:54.000,2021-07-27 16:47:47.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
A45F8222,US64110L1061,SELL,534.1805,2021-07-16 15:17:35.000,2021-07-16 15:21:58.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
45322AAE,US2253101016,SELL,436.58,2021-07-08 17:19:42.000,2021-07-08 21:00:29.000,XNGS,USD,USD,,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
B13B0560,US88160R1014,BUY,646.3691,2021-07-07 14:53:52.000,2021-07-07 20:58:29.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
CFE2212E,NL0009767532,BUY,45.4535,2021-07-02 07:58:15.000,2021-07-02 15:53:48.000,XAMS,EUR,EUR,,EQTY,ORD,Accell Group,787,E:ACCEL
99DCAB5A,NL0009767532,BUY,45.4979,2021-07-01 08:05:21.000,2021-07-01 16:24:03.000,XAMS,EUR,EUR,,EQTY,ORD,Accell Group,787,E:ACCEL
9FA12C5A,NL0009767532,BUY,44.675,2021-06-30 14:14:40.000,2021-06-30 14:34:48.000,XAMS,EUR,EUR,,EQTY,ORD,Accell Group,787,E:ACCEL
4CB07BFD,NL0009767532,BUY,44.7427,2021-06-30 13:43:22.000,2021-06-30 14:34:48.000,XAMS,EUR,EUR,,EQTY,ORD,Accell Group,787,E:ACCEL
B82FC162,ANN4327C1220,SELL,91.2412,2021-06-22 08:05:19.000,2021-06-22 13:58:42.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
F5D0D2EF,ANN4327C1220,SELL,91.7258,2021-06-21 10:46:49.000,2021-06-21 16:27:41.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
13431950,US00653A1079,SELL,3.989,2021-06-18 14:48:50.000,2021-06-18 20:48:31.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
48D40757,ANN4327C1220,SELL,88.4994,2021-06-18 10:29:29.000,2021-06-18 16:35:20.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
D9AB074D,CA7847301032,SELL,16.2961,2021-06-17 16:03:45.000,2021-06-17 18:44:32.000,XNGS,USD,USD,,EQTY,ORD,SSR Mining - USD,564,SSRM
E848D5F7,US00653A1079,SELL,4.004,2021-06-17 12:15:04.000,2021-06-17 19:54:37.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
932C6B21,FR0000121261,BUY,132.7264,2021-06-17 11:50:49.000,2021-06-17 15:57:11.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Cie Generale des Etablissements Michelin -CFD,787,E:ML
0C525F84,US00653A1079,SELL,4.0762,2021-06-16 14:10:48.000,2021-06-16 21:00:47.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
E49617BA,US00653A1079,SELL,4.0855,2021-06-15 16:15:19.000,2021-06-15 20:34:57.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
A7FE935C,US88160R1014,SELL,589.8652,2021-06-07 14:37:20.000,2021-06-07 14:45:11.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
05F7E9A1,US64110L1061,SELL,498.8163,2021-06-02 14:31:53.000,2021-06-02 14:42:16.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
1E38E62F,US88160R1014,BUY,616.7018,2021-05-26 14:42:50.000,2021-05-26 20:59:54.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
FCCACD57,US64110L1061,BUY,502.6697,2021-05-25 14:47:04.000,2021-05-25 15:09:32.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
2A1F41BE,US88160R1014,BUY,612.3948,2021-05-25 14:40:52.000,2021-05-25 14:43:08.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
74B2232F,US97717P1049,BUY,6.392,2021-05-19 13:02:29.000,2021-05-19 20:59:53.000,XNGS,USD,USD,,SWAP,CFD_OLD,WisdomTree Investments -CFD,564,WETF
41C6FF20,US00653A1079,SELL,4.9691,2021-05-19 13:02:29.000,2021-05-19 20:59:53.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
6834847C,US4523271090,BUY,383.6891,2021-05-19 13:02:29.000,2021-05-19 20:59:45.000,XNGS,USD,USD,,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
C76D6B18,US88160R1014,BUY,556.2521,2021-05-19 13:02:29.000,2021-05-19 20:55:51.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
96C094FE,US98980L1017,BUY,308.5308,2021-05-19 13:02:29.000,2021-05-19 20:59:50.000,XNGS,USD,USD,,SWAP,CFD_OLD,Zoom Video Communications -CFD,564,ZM
31432442,US2253101016,BUY,428.8046,2021-05-19 13:02:29.000,2021-05-19 20:59:52.000,XNGS,USD,USD,,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
ACD6029D,US64110L1061,BUY,484.218,2021-05-19 13:02:29.000,2021-05-19 20:59:53.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
4D92AE2F,ANN4327C1220,SELL,68.3404,2021-05-19 09:28:53.000,2021-05-19 16:35:03.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
004574D4,FR0000121261,BUY,121.9012,2021-05-19 09:28:53.000,2021-05-19 09:50:28.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Cie Generale des Etablissements Michelin -CFD,787,E:ML
5278D100,FR0000127771,SELL,29.178,2021-05-19 09:28:53.000,2021-05-19 09:46:14.000,XPAR,EUR,EUR,,EQTY,ORD,Vivendi,787,E:VIV
CAF1614A,US92552V1008,SELL,46.0711,2021-05-19 09:28:53.000,2021-05-19 15:01:52.000,XNGS,USD,USD,,EQTY,ORD,ViaSat,564,VSAT
2EC14146,BE0003816338,SELL,7.5601,2021-05-19 09:28:53.000,2021-05-19 10:37:50.000,XBRU,EUR,EUR,,EQTY,ORD,Euronav,787,E:EURN
9FEA8522,CA7847301032,SELL,18.0968,2021-05-19 09:28:53.000,2021-05-19 14:33:26.000,XNGS,USD,USD,,EQTY,ORD,SSR Mining - USD,564,SSRM
5600FA6D,FR0000120107,SELL,73.0716,2021-05-19 09:28:53.000,2021-05-19 16:35:13.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
6A9B5E6D,FR0000120107,SELL,73.4954,2021-05-18 10:07:07.000,2021-05-18 16:35:06.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
0BDCB0E9,BE0003816338,SELL,7.7256,2021-05-18 10:07:07.000,2021-05-18 14:33:03.000,XBRU,EUR,EUR,,EQTY,ORD,Euronav,787,E:EURN
7CF0277A,FR0000121261,BUY,125.3606,2021-05-18 10:07:07.000,2021-05-18 10:39:54.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Cie Generale des Etablissements Michelin -CFD,787,E:ML
5B2E17BB,FR0000127771,SELL,29.6672,2021-05-18 10:07:07.000,2021-05-18 10:21:37.000,XPAR,EUR,EUR,,EQTY,ORD,Vivendi,787,E:VIV
E8677E06,ANN4327C1220,SELL,69.8502,2021-05-18 10:07:07.000,2021-05-18 15:06:34.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
E7BB7803,US64110L1061,SELL,488.1824,2021-05-17 20:59:07.000,2021-05-17 21:19:49.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
81844556,US98980L1017,BUY,310.6677,2021-05-17 14:57:03.000,2021-05-17 14:58:23.000,XNGS,USD,USD,,SWAP,CFD_OLD,Zoom Video Communications -CFD,564,ZM
292BBF6D,US00653A1079,SELL,4.8527,2021-05-17 14:57:03.000,2021-05-17 16:36:30.000,XNGS,USD,USD,,SWAP,CFD_OLD,Adaptimmune Therapeutics -ADR -CFD,564,ADAP
E73856BC,US97717P1049,BUY,6.638,2021-05-17 14:57:03.000,2021-05-17 15:52:41.000,XNGS,USD,USD,,SWAP,CFD_OLD,WisdomTree Investments -CFD,564,WETF
2770060C,US64110L1061,BUY,491.1038,2021-05-17 14:57:03.000,2021-05-17 15:02:46.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
12C0AD89,US2253101016,BUY,426.5311,2021-05-17 14:57:03.000,2021-05-17 15:37:35.000,XNGS,USD,USD,,SWAP,CFD_OLD,Credit Acceptance -CFD,564,CACC
E80075FB,US4523271090,BUY,379.3506,2021-05-17 14:57:03.000,2021-05-17 15:03:12.000,XNGS,USD,USD,,SWAP,CFD_OLD,Illumina -CFD,564,ILMN
AF5B63DB,US88160R1014,BUY,586.0165,2021-05-17 14:57:03.000,2021-05-17 14:59:51.000,XNGS,USD,USD,,SWAP,CFD_OLD,Tesla -CFD,564,TSLA
04F431D2,ANN4327C1220,SELL,69.2394,2021-05-17 11:07:35.000,2021-05-17 16:35:24.000,XAMS,EUR,EUR,,SWAP,CFD_OLD,Hunter Douglas -CFD,787,E:HDG
25D59D77,BE0003816338,SELL,7.6974,2021-05-17 11:07:35.000,2021-05-17 13:25:56.000,XBRU,EUR,EUR,,EQTY,ORD,Euronav,787,E:EURN
0E5F3AFA,FR0000120107,SELL,74.4671,2021-05-17 11:07:35.000,2021-05-17 16:35:08.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
153B80D9,US92552V1008,SELL,48.2059,2021-05-17 11:07:35.000,2021-05-17 15:03:57.000,XNGS,USD,USD,,EQTY,ORD,ViaSat,564,VSAT
ACBE5FC6,FR0000127771,SELL,29.1488,2021-05-17 11:07:35.000,2021-05-17 11:35:32.000,XPAR,EUR,EUR,,EQTY,ORD,Vivendi,787,E:VIV
99DE53F8,FR0000121261,BUY,123.8471,2021-05-17 11:07:35.000,2021-05-17 11:29:23.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Cie Generale des Etablissements Michelin -CFD,787,E:ML
513B4311,CA7847301032,SELL,17.4917,2021-05-17 11:07:35.000,2021-05-17 14:30:46.000,XNGS,USD,USD,,EQTY,ORD,SSR Mining - USD,564,SSRM
B8FBDF61,US64110L1061,SELL,488.6098,2021-05-13 13:45:47.000,2021-05-13 14:41:54.000,XNGS,USD,USD,,SWAP,CFD_OLD,Netflix -CFD,564,NFLX
6F24D03F,FR0000121261,SELL,122.1333,2021-05-11 10:21:19.000,2021-05-11 12:21:54.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Cie Generale des Etablissements Michelin -CFD,787,E:ML
DF00C1A4,FR0000120966,BUY,54,2021-04-27 13:03:34.000,2021-04-27 13:03:35.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Societe BIC -CFD,787,E:BB
106C08CF,FR0000120107,BUY,72.7,2021-04-20 14:53:51.000,2021-04-20 14:53:51.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
D1CFF0D0,FR0000120966,BUY,52.4659,2021-04-19 11:58:17.000,2021-04-19 16:35:00.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Societe BIC -CFD,787,E:BB
A451702C,FR0000120107,BUY,76.2,2021-04-19 08:30:46.000,2021-04-19 08:30:46.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
32D6E860,CA7847301032,BUY,16.238,2021-04-16 15:57:37.000,2021-04-16 21:00:06.000,XNGS,USD,USD,,EQTY,ORD,SSR Mining - USD,564,SSRM
A7DCAA48,BE0003816338,BUY,6.9967,2021-04-16 07:36:25.000,2021-04-16 10:13:53.000,XBRU,EUR,EUR,,EQTY,ORD,Euronav,787,E:EURN
51BD9FE1,BE0003816338,BUY,7.071,2021-04-15 09:26:14.000,2021-04-15 16:35:02.000,XBRU,EUR,EUR,,EQTY,ORD,Euronav,787,E:EURN
8DBBD876,FR0000120107,BUY,76.9,2021-04-13 15:10:54.000,2021-04-13 15:10:54.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
2204CE35,FR0000120966,BUY,52.55,2021-04-12 10:51:57.000,2021-04-12 10:51:58.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Societe BIC -CFD,787,E:BB
19056632,FR0000120107,BUY,75.4,2021-04-12 08:19:00.000,2021-04-12 08:19:01.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
DF52C0D5,FR0000120966,BUY,53.4418,2021-04-09 14:59:54.000,2021-04-09 16:35:24.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Societe BIC -CFD,787,E:BB
A03030D2,FR0000120107,BUY,76.1,2021-04-09 08:28:07.000,2021-04-09 08:28:07.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
C32E8ED7,FR0014000MR3,BUY,84.7036,2021-04-08 10:29:17.000,2021-04-08 16:35:28.000,XPAR,EUR,EUR,,SWAP,CFD_OLD,Eurofins Scientific -CFD,787,E:ERF
E776A739,FR0000120107,BUY,76.8,2021-04-08 09:14:35.000,2021-04-08 09:14:35.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
2B8BD0DA,FR0000120107,BUY,76.6,2021-04-07 08:27:49.000,2021-04-07 13:50:06.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
6994E738,US08862E1091,BUY,135.9231,2021-04-06 16:16:51.000,2021-04-06 16:48:25.000,XNGS,USD,USD,,SWAP,CFD_OLD,Beyond Meat -CFD,564,BYND
A8276AA9,FR0000120107,BUY,76.9,2021-04-06 08:44:01.000,2021-04-06 11:29:14.000,XPAR,EUR,EUR,,EQTY,ORD,Savencia,787,E:SAVE
