TimeStamp,Mapping,RAW
,0 => E:BNP from 787,
,1 => E:BNP from EQUITY_L2_973,
2021-11-01T14:00:00.1884000Z,0,T|30280||||||||0|||140000173114858|||||||||1|30200122||1|2||0|0|0|0|0|0|59.6|141|0010003822337|140000172995322|0|20|10|0|0|
2021-11-01T14:00:00.1884000Z,0,T|30281||||||||0|||140000174519999|||||||||1|30200122||1|2||0|0|0|0|0|0|59.6|24|0010003822593|140000173605536|0|20|10|0|0|
2021-11-01T14:00:00.1884000Z,0,T|30282||59.6|6|0||||0|140000172995322596|1635775200.1884|140000173071896|140000172995322||||20211101|||||||||||||||||||||||||140000172995322596
2021-11-01T14:00:00.1884000Z,0,T|30283||59.6|141|0||||0|140000172995322596|1635775200.1884|140000173071896|140000172995322||||20211101|||||||||||||||||||||||||140000172995322596
2021-11-01T14:00:00.1884000Z,0,T|30284||59.6|24|0||||0|140000173605536596|1635775200.1884|140000173644472|140000173605536||||20211101|||||||||||||||||||||||||140000173605536596
2021-11-01T14:00:00.2014000Z,1,Q|363034||1635775200191896386|59.57|135|0|||||||||140000191914746||
2021-11-01T14:00:00.2278000Z,1,Q|363035||1635775200217617534|59.57|145|0|||||||||140000217635562||
2021-11-01T14:00:00.2391000Z,1,Q|363036||1635775200223990775||||||59.61|50|0||||140000224009140||
2021-11-01T14:00:00.2466000Z,0,T|30285||||||||0|||140000236044881|||||||||1|30200122||1|2||0|0|0|0|0|0|59.6|62|0010003822849|140000235988479|0|20|10|0|0|
2021-11-01T14:00:00.2485000Z,1,Q|363037||1635775200223990775|||||||0|||||140000234186505||
2021-11-01T14:00:00.2485000Z,1,Q|363038||1635775200235943719|59.6|62|0||||||||0|140000235963047||
2021-11-01T14:00:00.2485000Z,1,Q|363039||1635775200235943719||0|||||||||0|140000236026383||
2021-11-01T14:00:00.2485000Z,1,Q|363040||1635775187733913007|59.59|41|0||||||||0|||
2021-11-01T14:00:00.2913000Z,0,T|30286||59.6|62|0||||0|140000235988479596|1635775200.2913|140000236023250|140000235988479||||20211101|||||||||||||||||||||||||140000235988479596
2021-11-01T14:00:00.2915000Z,1,Q|363041||1635775200257113115|59.57|248|0|||||||||140000257131831||
2021-11-01T14:00:00.4546000Z,1,Q|363042||1635775200422408243|59.59|98|0|||||||||140000422427353||
2021-11-01T14:00:00.4546000Z,1,Q|363043||1635775200422459143|59.59|35|0|||||||||140000422484896||
2021-11-01T14:00:00.4546000Z,1,Q|363044||1635775200422633954|59.59|51|0|||||||||140000422652038||
2021-11-01T14:00:00.4677000Z,1,Q|363045||1635775200422633954||0||||||||||140000460957364||
2021-11-01T14:00:00.4812000Z,1,Q|363046||1635775200473136235|59.59|51|0|||||||||140000473154087||
2021-11-01T14:00:00.6482000Z,1,Q|363047||1635775200473136235||0||||||||||140000604031350||
2021-11-01T14:00:00.6482000Z,1,Q|363048||1635775200638204354|59.59|51|0|||||||||140000638222226||
2021-11-01T14:00:00.7575000Z,1,Q|363049||1635775165575277892|||||||0|||||140000723391800||
2021-11-01T14:00:00.7575000Z,1,Q|363050||1635775187707953117|||||||0|||||140000733490963||
2021-11-01T14:00:00.7575000Z,1,Q|363051||1635775200736617355||||||59.61|51|0||||140000736636620||
2021-11-01T14:00:00.7711000Z,1,Q|363052||1635775200761942770||||||59.81|400|0||||140000761971706||
2021-11-01T14:00:00.9438000Z,1,Q|363053||1635775200736617355|||||||0|||||140000918565451||
2021-11-01T14:00:00.9801000Z,1,Q|363054||1635775200960716352||||||59.61|50|0||||140000960738856||
2021-11-01T14:00:02.5016000Z,1,Q|363055||1635775200960716352|||||||0|||||140002490587931||
2021-11-01T14:00:02.5016000Z,1,Q|363056||1635775187707946176|||||||0|||||140002490807337||
2021-11-01T14:00:02.5016000Z,1,Q|363057||1635775202490799169|59.59|49|0|||||||||140002490820538||
2021-11-01T14:00:02.5016000Z,1,Q|363058||1635775114687437398||0||||||||||140002490889068||
2021-11-01T14:00:02.5016000Z,1,Q|363059||1635775202490866611|59.59|19|0|||||||||140002490889068||
2021-11-01T14:00:02.5016000Z,1,Q|363060||1635775202490799169||0||||||||||140002491066144||
2021-11-01T14:00:02.5876000Z,1,Q|363061||1635775202571141224|59.59|49|0|||||||||140002571162739||
2021-11-01T14:00:02.5876000Z,1,Q|363062||1635775202571141224||0||||||||||140002575353373||
2021-11-01T14:00:02.7756000Z,1,Q|363063||1635775202747687332|59.59|49|0|||||||||140002747705517||
2021-11-01T14:00:02.7756000Z,1,Q|363064||1635775202747687332||0||||||||||140002748008232||
2021-11-01T14:00:02.9956000Z,1,Q|363065||1635775202951088958||||||59.61|98|0||||140002951108718||
2021-11-01T14:00:03.0718000Z,1,Q|363066||1635775203059144290||||||59.61|49|0||||140003059164170||
2021-11-01T14:00:03.0718000Z,1,Q|363067||1635775202490866611||0||||||||||140003059272768||
2021-11-01T14:00:03.0718000Z,1,Q|363068||1635775203059226461|58.39|19|0|||||||||140003059272768||
2021-11-01T14:00:03.0718000Z,1,Q|363069||1635775203059144290|||||||0|||||140003059518383||
2021-11-01T14:00:03.1506000Z,1,Q|363070||1635775203113423938||||||59.61|49|0||||140003113443082||
2021-11-01T14:00:03.4221000Z,1,Q|363071||1635775203113423938|||||||0|||||140003388976853||
2021-11-01T14:00:03.4622000Z,1,Q|363072||1635775203424889218||||||59.61|49|0||||140003424908059||
2021-11-01T14:00:03.6308000Z,1,Q|363073||1635775203424889218|||||||0|||||140003588710597||
2021-11-01T14:00:03.6308000Z,1,Q|363074||1635775203589137744||||||59.61|49|0||||140003589154590||
2021-11-01T14:00:03.6308000Z,1,Q|363075||1635775203589137744|||||||0|||||140003589363591||
2021-11-01T14:00:03.6840000Z,1,Q|363076||1635775203673112523|59.59|49|0|||||||||140003673131482||
2021-11-01T14:00:03.6840000Z,1,Q|363077||1635775202951088958|||||||0|||||140003673417926||
2021-11-01T14:00:03.6840000Z,1,Q|363078||1635775131795062763||0||||||||||140003673494169||
2021-11-01T14:00:03.6840000Z,1,Q|363079||1635775203673472931|59.59|18|0|||||||||140003673494169||
2021-11-01T14:00:04.5887000Z,1,Q|363080||1635775204548492416||||||59.61|98|0||||140004548514152||
2021-11-01T14:00:04.6454000Z,1,Q|363081||1635775204548492416|||||||0|||||140004637397683||
2021-11-01T14:00:05.3087000Z,1,Q|363082||1635775205261589249|59.59|21|0|||||||||140005261609985||
2021-11-01T14:00:05.3087000Z,1,Q|363083||1635775205262544387|59.58|25|0|||||||||140005262561498||
2021-11-01T14:00:05.6151000Z,1,Q|363084||1635775205601934793|59.52|1197|0|||||||||140005601956319||
2021-11-01T14:00:05.6151000Z,1,Q|363085||1635775205601980611|59.6|125|0||||||||0|140005601999432||
2021-11-01T14:00:05.6151000Z,1,Q|363086||1635775205602053055|59.6|98|0|||||||||140005602071148||
2021-11-01T14:00:05.6151000Z,1,Q|363087||1635775205602062755|59.6|48|0|||||||||140005602080362||
2021-11-01T14:00:05.6151000Z,1,Q|363088||1635775205602068709|59.6|48|0|||||||||140005602086769||
2021-11-01T14:00:05.6151000Z,1,Q|363089||1635775200638204354||0||||||||||140005602910977||
2021-11-01T14:00:05.6151000Z,1,Q|363090||1635775205601980611||0|||||||||0|140005602949324||
2021-11-01T14:00:05.6151000Z,1,Q|363091||1635775205602053055|59.6|98|0||||||||0|||
2021-11-01T14:00:05.6151000Z,1,Q|363092||1635775183275277097||0||||||||||140005603830938||
2021-11-01T14:00:05.6151000Z,1,Q|363093||1635775205604784963|59.6|34|0|||||||||140005604804518||
2021-11-01T14:00:05.6151000Z,1,Q|363094||1635775194980117683||0||||||||||140005608624459||
2021-11-01T14:00:05.6381000Z,1,Q|363095||1635775187733913007||0||||||||||140005628997301||
2021-11-01T14:00:05.6381000Z,1,Q|363096||1635775205630000091|59.6|35|0|||||||||140005630017278||
2021-11-01T14:00:05.6381000Z,1,Q|363097||1635775205602062755||0||||||||||140005631943615||
2021-11-01T14:00:05.6921000Z,1,Q|363098||1635775205671140702|59.55|101|0|||||||||140005671158671||
2021-11-01T14:00:05.7282000Z,1,Q|363099||1635775205694622061|59.6|48|0|||||||||140005694637522||
2021-11-01T14:00:05.7345000Z,1,Q|363100||1635775205715274416|59.5|400|0|||||||||140005715293184||
2021-11-01T14:00:05.9498000Z,1,Q|363101||1635775205694622061||0||||||||||140005942431697||
2021-11-01T14:00:05.9498000Z,1,Q|363102||1635775205944714791|59.6|47|0|||||||||140005944734872||
2021-11-01T14:00:06.0815000Z,1,Q|363103||1635775205944714791||0||||||||||140006066516251||
2021-11-01T14:00:06.0815000Z,1,Q|363104||1635775205602068709||0||||||||||140006067064826||
2021-11-01T14:00:06.0815000Z,1,Q|363105||1635775206067397758|59.6|47|0|||||||||140006067415600||
2021-11-01T14:00:06.0815000Z,1,Q|363106||1635775206067397758||0||||||||||140006067842180||
2021-11-01T14:00:06.1308000Z,1,Q|363107||1635775206117492405|59.6|47|0|||||||||140006117509963||
2021-11-01T14:00:06.1844000Z,1,Q|363108||1635775206170080097|59.6|46|0|||||||||140006170098153||
2021-11-01T14:00:06.1980000Z,1,Q|363109||1635775206170080097||0||||||||||140006183117535||
