TimeStamp,Type,Mapping,Action,Side,Price,Size,Depth,OrderId,Condition,Reset,FieldName,FiedType,FieldValue,MessageNumber
2021-11-01T14:00:00.0585000Z,MBO,1,Clear,Ask,,,,1635775199472626565,,,,,,2
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.6,141,,1635775200172938624,0,,,,,3
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775195317745713,,,,,,4
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.6,141,,1635775200172938624,0,,,,,5
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775200172938624,,,,,,6
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.59,41,,1635775187733913007,0,,,,,7
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775195381025663,,,,,,8
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.59,35,,1635775200173130095,0,,,,,9
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775196405378255,,,,,,10
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775196542736929,,,,,,11
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775196399682212,,,,,,12
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.6,24,,1635775200173562347,0,,,,,13
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775200173562347,,,,,,14
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Bid,59.59,41,,1635775187733913007,0,,,,,15
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Bid,,,,1635775200173130095,,,,,,16
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Ask,59.61,35,,1635775200173632460,0,,,,,17
2021-11-01T14:00:00.1884000Z,MBO,1,Set,Ask,59.61,51,,1635775200173831392,0,,,,,18
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Ask,,,,1635775196702206163,,,,,,19
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Ask,,,,1635775200173632460,,,,,,20
2021-11-01T14:00:00.1884000Z,MBO,1,Clear,Ask,,,,1635775200173831392,,,,,,21
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,22
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeSize,long,6,22
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,22
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeId,string,140000172995322596,22
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,23
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeSize,long,141,23
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,23
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeId,string,140000172995322596,23
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,24
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeSize,long,24,24
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,24
2021-11-01T14:00:00.1884000Z,FLD,0,Set,,,,,,,,TradeId,string,140000173605536596,24
2021-11-01T14:00:00.2014000Z,MBO,1,Set,Bid,59.57,135,,1635775200191896386,0,,,,,25
2021-11-01T14:00:00.2278000Z,MBO,1,Set,Bid,59.57,145,,1635775200217617534,0,,,,,26
2021-11-01T14:00:00.2391000Z,MBO,1,Set,Ask,59.61,50,,1635775200223990775,0,,,,,27
2021-11-01T14:00:00.2485000Z,MBO,1,Clear,Ask,,,,1635775200223990775,,,,,,28
2021-11-01T14:00:00.2485000Z,MBO,1,Set,Bid,59.6,62,,1635775200235943719,0,,,,,29
2021-11-01T14:00:00.2485000Z,MBO,1,Clear,Bid,,,,1635775200235943719,,,,,,30
2021-11-01T14:00:00.2485000Z,MBO,1,Set,Bid,59.59,41,,1635775187733913007,0,,,,,31
2021-11-01T14:00:00.2913000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,32
2021-11-01T14:00:00.2913000Z,FLD,0,Set,,,,,,,,TradeSize,long,62,32
2021-11-01T14:00:00.2913000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,32
2021-11-01T14:00:00.2913000Z,FLD,0,Set,,,,,,,,TradeId,string,140000235988479596,32
2021-11-01T14:00:00.2915000Z,MBO,1,Set,Bid,59.57,248,,1635775200257113115,0,,,,,33
2021-11-01T14:00:00.4546000Z,MBO,1,Set,Bid,59.59,98,,1635775200422408243,0,,,,,34
2021-11-01T14:00:00.4546000Z,MBO,1,Set,Bid,59.59,35,,1635775200422459143,0,,,,,35
2021-11-01T14:00:00.4546000Z,MBO,1,Set,Bid,59.59,51,,1635775200422633954,0,,,,,36
2021-11-01T14:00:00.4677000Z,MBO,1,Clear,Bid,,,,1635775200422633954,,,,,,37
2021-11-01T14:00:00.4812000Z,MBO,1,Set,Bid,59.59,51,,1635775200473136235,0,,,,,38
2021-11-01T14:00:00.6482000Z,MBO,1,Clear,Bid,,,,1635775200473136235,,,,,,39
2021-11-01T14:00:00.6482000Z,MBO,1,Set,Bid,59.59,51,,1635775200638204354,0,,,,,40
2021-11-01T14:00:00.7575000Z,MBO,1,Clear,Ask,,,,1635775165575277892,,,,,,41
2021-11-01T14:00:00.7575000Z,MBO,1,Clear,Ask,,,,1635775187707953117,,,,,,42
2021-11-01T14:00:00.7575000Z,MBO,1,Set,Ask,59.61,51,,1635775200736617355,0,,,,,43
2021-11-01T14:00:00.7711000Z,MBO,1,Set,Ask,59.81,400,,1635775200761942770,0,,,,,44
2021-11-01T14:00:00.9438000Z,MBO,1,Clear,Ask,,,,1635775200736617355,,,,,,45
2021-11-01T14:00:00.9801000Z,MBO,1,Set,Ask,59.61,50,,1635775200960716352,0,,,,,46
2021-11-01T14:00:02.5016000Z,MBO,1,Clear,Ask,,,,1635775200960716352,,,,,,47
2021-11-01T14:00:02.5016000Z,MBO,1,Clear,Ask,,,,1635775187707946176,,,,,,48
2021-11-01T14:00:02.5016000Z,MBO,1,Set,Bid,59.59,49,,1635775202490799169,0,,,,,49
2021-11-01T14:00:02.5016000Z,MBO,1,Clear,Bid,,,,1635775114687437398,,,,,,50
2021-11-01T14:00:02.5016000Z,MBO,1,Set,Bid,59.59,19,,1635775202490866611,0,,,,,51
2021-11-01T14:00:02.5016000Z,MBO,1,Clear,Bid,,,,1635775202490799169,,,,,,52
2021-11-01T14:00:02.5876000Z,MBO,1,Set,Bid,59.59,49,,1635775202571141224,0,,,,,53
2021-11-01T14:00:02.5876000Z,MBO,1,Clear,Bid,,,,1635775202571141224,,,,,,54
2021-11-01T14:00:02.7756000Z,MBO,1,Set,Bid,59.59,49,,1635775202747687332,0,,,,,55
2021-11-01T14:00:02.7756000Z,MBO,1,Clear,Bid,,,,1635775202747687332,,,,,,56
2021-11-01T14:00:02.9956000Z,MBO,1,Set,Ask,59.61,98,,1635775202951088958,0,,,,,57
2021-11-01T14:00:03.0718000Z,MBO,1,Set,Ask,59.61,49,,1635775203059144290,0,,,,,58
2021-11-01T14:00:03.0718000Z,MBO,1,Clear,Bid,,,,1635775202490866611,,,,,,59
2021-11-01T14:00:03.0718000Z,MBO,1,Set,Bid,58.39,19,,1635775203059226461,0,,,,,60
2021-11-01T14:00:03.0718000Z,MBO,1,Clear,Ask,,,,1635775203059144290,,,,,,61
2021-11-01T14:00:03.1506000Z,MBO,1,Set,Ask,59.61,49,,1635775203113423938,0,,,,,62
2021-11-01T14:00:03.4221000Z,MBO,1,Clear,Ask,,,,1635775203113423938,,,,,,63
2021-11-01T14:00:03.4622000Z,MBO,1,Set,Ask,59.61,49,,1635775203424889218,0,,,,,64
2021-11-01T14:00:03.6308000Z,MBO,1,Clear,Ask,,,,1635775203424889218,,,,,,65
2021-11-01T14:00:03.6308000Z,MBO,1,Set,Ask,59.61,49,,1635775203589137744,0,,,,,66
2021-11-01T14:00:03.6308000Z,MBO,1,Clear,Ask,,,,1635775203589137744,,,,,,67
2021-11-01T14:00:03.6840000Z,MBO,1,Set,Bid,59.59,49,,1635775203673112523,0,,,,,68
2021-11-01T14:00:03.6840000Z,MBO,1,Clear,Ask,,,,1635775202951088958,,,,,,69
2021-11-01T14:00:03.6840000Z,MBO,1,Clear,Bid,,,,1635775131795062763,,,,,,70
2021-11-01T14:00:03.6840000Z,MBO,1,Set,Bid,59.59,18,,1635775203673472931,0,,,,,71
2021-11-01T14:00:04.5887000Z,MBO,1,Set,Ask,59.61,98,,1635775204548492416,0,,,,,72
2021-11-01T14:00:04.6454000Z,MBO,1,Clear,Ask,,,,1635775204548492416,,,,,,73
2021-11-01T14:00:05.3087000Z,MBO,1,Set,Bid,59.59,21,,1635775205261589249,0,,,,,74
2021-11-01T14:00:05.3087000Z,MBO,1,Set,Bid,59.58,25,,1635775205262544387,0,,,,,75
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.52,1197,,1635775205601934793,0,,,,,76
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,125,,1635775205601980611,0,,,,,77
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,98,,1635775205602053055,0,,,,,78
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,48,,1635775205602062755,0,,,,,79
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,48,,1635775205602068709,0,,,,,80
2021-11-01T14:00:05.6151000Z,MBO,1,Clear,Bid,,,,1635775200638204354,,,,,,81
2021-11-01T14:00:05.6151000Z,MBO,1,Clear,Bid,,,,1635775205601980611,,,,,,82
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,98,,1635775205602053055,0,,,,,83
2021-11-01T14:00:05.6151000Z,MBO,1,Clear,Bid,,,,1635775183275277097,,,,,,84
2021-11-01T14:00:05.6151000Z,MBO,1,Set,Bid,59.6,34,,1635775205604784963,0,,,,,85
2021-11-01T14:00:05.6151000Z,MBO,1,Clear,Bid,,,,1635775194980117683,,,,,,86
2021-11-01T14:00:05.6381000Z,MBO,1,Clear,Bid,,,,1635775187733913007,,,,,,87
2021-11-01T14:00:05.6381000Z,MBO,1,Set,Bid,59.6,35,,1635775205630000091,0,,,,,88
2021-11-01T14:00:05.6381000Z,MBO,1,Clear,Bid,,,,1635775205602062755,,,,,,89
2021-11-01T14:00:05.6921000Z,MBO,1,Set,Bid,59.55,101,,1635775205671140702,0,,,,,90
2021-11-01T14:00:05.7282000Z,MBO,1,Set,Bid,59.6,48,,1635775205694622061,0,,,,,91
2021-11-01T14:00:05.7345000Z,MBO,1,Set,Bid,59.5,400,,1635775205715274416,0,,,,,92
2021-11-01T14:00:05.9498000Z,MBO,1,Clear,Bid,,,,1635775205694622061,,,,,,93
2021-11-01T14:00:05.9498000Z,MBO,1,Set,Bid,59.6,47,,1635775205944714791,0,,,,,94
2021-11-01T14:00:06.0815000Z,MBO,1,Clear,Bid,,,,1635775205944714791,,,,,,95
2021-11-01T14:00:06.0815000Z,MBO,1,Clear,Bid,,,,1635775205602068709,,,,,,96
2021-11-01T14:00:06.0815000Z,MBO,1,Set,Bid,59.6,47,,1635775206067397758,0,,,,,97
2021-11-01T14:00:06.0815000Z,MBO,1,Clear,Bid,,,,1635775206067397758,,,,,,98
2021-11-01T14:00:06.1308000Z,MBO,1,Set,Bid,59.6,47,,1635775206117492405,0,,,,,99
2021-11-01T14:00:06.1844000Z,MBO,1,Set,Bid,59.6,46,,1635775206170080097,0,,,,,100
2021-11-01T14:00:06.1980000Z,MBO,1,Clear,Bid,,,,1635775206170080097,,,,,,101
2021-11-01T14:00:06.3242000Z,MBO,1,Clear,Bid,,,,1635775206117492405,,,,,,102
2021-11-01T14:00:06.3242000Z,MBO,1,Clear,Bid,,,,1635775205602053055,,,,,,103
2021-11-01T14:00:06.3242000Z,MBO,1,Set,Bid,59.6,34,,1635775205604784963,0,,,,,104
2021-11-01T14:00:06.3242000Z,MBO,1,Set,Ask,59.61,98,,1635775206284257068,0,,,,,105
2021-11-01T14:00:06.3242000Z,MBO,1,Set,Bid,59.6,46,,1635775206293608672,0,,,,,106
2021-11-01T14:00:06.3242000Z,MBO,1,Clear,Ask,,,,1635775206284257068,,,,,,107
2021-11-01T14:00:06.3242000Z,MBO,1,Clear,Bid,,,,1635775206293608672,,,,,,108
2021-11-01T14:00:06.3627000Z,MBO,1,Set,Bid,59.6,46,,1635775206324620743,0,,,,,109
2021-11-01T14:00:06.3684000Z,MBO,1,Set,Bid,59.6,98,,1635775206351032005,0,,,,,110
2021-11-01T14:00:06.4728000Z,MBO,1,Clear,Bid,,,,1635775206324620743,,,,,,111
2021-11-01T14:00:06.4728000Z,MBO,1,Set,Ask,59.61,98,,1635775206464682276,0,,,,,112
2021-11-01T14:00:06.4728000Z,MBO,1,Clear,Bid,,,,1635775206351032005,,,,,,113
2021-11-01T14:00:06.4728000Z,MBO,1,Clear,Bid,,,,1635775203673112523,,,,,,114
2021-11-01T14:00:06.6181000Z,MBO,1,Clear,Bid,,,,1635775205604784963,,,,,,115
2021-11-01T14:00:06.6181000Z,MBO,1,Set,Bid,59.6,35,,1635775205630000091,0,,,,,116
2021-11-01T14:00:06.6181000Z,MBO,1,Clear,Bid,,,,1635775205630000091,,,,,,117
2021-11-01T14:00:06.6181000Z,MBO,1,Set,Bid,59.59,141,,1635775190050871230,0,,,,,118
2021-11-01T14:00:06.6181000Z,MBO,1,Clear,Bid,,,,1635775205671140702,,,,,,119
2021-11-01T14:00:06.6181000Z,MBO,1,Set,Bid,59.59,43,,1635775206605886397,0,,,,,120
2021-11-01T14:00:06.6181000Z,MBO,1,Clear,Bid,,,,1635775203673472931,,,,,,121
2021-11-01T14:00:06.6181000Z,MBO,1,Set,Bid,58.38,18,,1635775206605926823,0,,,,,122
2021-11-01T14:00:06.6181000Z,MBO,1,Clear,Bid,,,,1635775200422459143,,,,,,123
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,124
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradeSize,long,34,124
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,124
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradeId,string,140006605753125596,124
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.6,125
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradeSize,long,35,125
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,125
2021-11-01T14:00:06.6196000Z,FLD,0,Set,,,,,,,,TradeId,string,140006605753125596,125
2021-11-01T14:00:06.8457000Z,MBO,1,Clear,Bid,,,,1635775206605886397,,,,,,126
2021-11-01T14:00:06.8457000Z,MBO,1,Set,Bid,59.59,35,,1635775206822610874,0,,,,,127
2021-11-01T14:00:06.8457000Z,MBO,1,Set,Bid,59.59,43,,1635775206822750375,0,,,,,128
2021-11-01T14:00:07.0781000Z,MBO,1,Clear,Bid,,,,1635775206822750375,,,,,,129
2021-11-01T14:00:07.1173000Z,MBO,1,Set,Bid,59.59,43,,1635775207105521977,0,,,,,130
2021-11-01T14:00:07.2752000Z,MBO,1,Clear,Bid,,,,1635775205261589249,,,,,,131
2021-11-01T14:00:07.4102000Z,MBO,1,Clear,Bid,,,,1635775207105521977,,,,,,132
2021-11-01T14:00:07.4102000Z,MBO,1,Set,Bid,59.59,43,,1635775207404478937,0,,,,,133
2021-11-01T14:00:07.4469000Z,MBO,1,Set,Bid,59.59,291,,1635775207431831696,0,,,,,134
2021-11-01T14:00:07.4663000Z,MBO,1,Clear,Bid,,,,1635775207404478937,,,,,,135
2021-11-01T14:00:07.4757000Z,MBO,1,Clear,Bid,,,,1635775200422408243,,,,,,136
2021-11-01T14:00:07.5250000Z,MBO,1,Set,Bid,59.59,98,,1635775207507738972,0,,,,,137
2021-11-01T14:00:07.5791000Z,MBO,1,Clear,Bid,,,,1635775207431831696,,,,,,138
2021-11-01T14:00:07.5791000Z,MBO,1,Set,Bid,59.58,291,,1635775207562381575,0,,,,,139
2021-11-01T14:00:07.5791000Z,MBO,1,Set,Bid,59.59,43,,1635775207562439452,0,,,,,140
2021-11-01T14:00:07.7964000Z,MBO,1,Clear,Bid,,,,1635775207562439452,,,,,,141
2021-11-01T14:00:07.7964000Z,MBO,1,Set,Bid,59.59,43,,1635775207765641354,0,,,,,142
2021-11-01T14:00:07.8770000Z,MBO,1,Clear,Bid,,,,1635775207765641354,,,,,,143
2021-11-01T14:00:07.9188000Z,MBO,1,Set,Bid,59.59,43,,1635775207900854460,0,,,,,144
2021-11-01T14:00:08.6243000Z,MBO,1,Clear,Bid,,,,1635775207900854460,,,,,,145
2021-11-01T14:00:08.6243000Z,MBO,1,Set,Bid,59.59,43,,1635775208606304245,0,,,,,146
2021-11-01T14:00:09.5727000Z,MBO,1,Clear,Bid,,,,1635775207562381575,,,,,,147
2021-11-01T14:00:09.5727000Z,MBO,1,Set,Bid,59.59,291,,1635775209562336512,0,,,,,148
2021-11-01T14:00:10.4930000Z,MBO,1,Set,Bid,59.59,177,,1635775210447073785,0,,,,,149
2021-11-01T14:00:10.4930000Z,MBO,1,Clear,Bid,,,,1635775133669730688,,,,,,150
2021-11-01T14:00:10.4930000Z,MBO,1,Set,Bid,59.59,19,,1635775210447155516,0,,,,,151
2021-11-01T14:00:10.4930000Z,MBO,1,Set,Bid,59.58,204,,1635775210447864482,0,,,,,152
2021-11-01T14:00:10.5334000Z,MBO,1,Clear,Ask,,,,1635775135677226636,,,,,,153
2021-11-01T14:00:10.6120000Z,MBO,1,Clear,Ask,,,,1635775206464682276,,,,,,154
2021-11-01T14:00:10.6701000Z,MBO,1,Set,Ask,59.61,98,,1635775210656099900,0,,,,,155
2021-11-01T14:00:10.7873000Z,MBO,1,Clear,Ask,,,,1635775210656099900,,,,,,156
2021-11-01T14:00:11.6525000Z,MBO,1,Set,Ask,59.61,98,,1635775211630639938,0,,,,,157
2021-11-01T14:00:11.6909000Z,MBO,1,Clear,Ask,,,,1635775211630639938,,,,,,158
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775187707911191,,,,,,159
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Ask,59.62,140,,1635775135264097078,0,,,,,160
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Bid,59.6,125,,1635775211756136121,0,,,,,161
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Bid,59.6,30,,1635775211756157140,0,,,,,162
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775133745303332,,,,,,163
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Bid,59.6,98,,1635775211756396128,0,,,,,164
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Bid,59.6,45,,1635775211756406043,0,,,,,165
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775190835276516,,,,,,166
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635774182618845808,,,,,,167
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Bid,,,,1635775208606304245,,,,,,168
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Bid,59.6,35,,1635775211756624042,0,,,,,169
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Bid,,,,1635775206822610874,,,,,,170
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Bid,,,,1635775211756157140,,,,,,171
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775189716249447,,,,,,172
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Bid,,,,1635775211756624042,,,,,,173
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775139224329903,,,,,,174
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Ask,59.62,35,,1635775211756729586,0,,,,,175
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775211756729586,,,,,,176
2021-11-01T14:00:11.7653000Z,MBO,1,Clear,Ask,,,,1635775183079497397,,,,,,177
2021-11-01T14:00:11.7653000Z,MBO,1,Set,Ask,59.95,167,,1635775211757103572,0,,,,,178
2021-11-01T14:00:11.7653000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.61,179
2021-11-01T14:00:11.7653000Z,FLD,0,Set,,,,,,,,TradeSize,long,125,179
2021-11-01T14:00:11.7653000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,179
2021-11-01T14:00:11.7653000Z,FLD,0,Set,,,,,,,,TradeId,string,1400117560274415961,179
2021-11-01T14:00:11.7748000Z,MBO,1,Set,Bid,59.55,101,,1635775211761226140,0,,,,,180
2021-11-01T14:00:11.7748000Z,MBO,1,Set,Ask,59.8,101,,1635775211761235265,0,,,,,181
2021-11-01T14:00:11.7748000Z,MBO,1,Set,Ask,59.62,321,,1635775211764356962,0,,,,,182
2021-11-01T14:00:11.7861000Z,MBO,1,Set,Ask,59.61,125,,1635775211779654544,0,,,,,183
2021-11-01T14:00:11.7861000Z,MBO,1,Clear,Bid,,,,1635775211756136121,,,,,,184
2021-11-01T14:00:11.7861000Z,MBO,1,Set,Bid,59.6,98,,1635775211756396128,0,,,,,185
2021-11-01T14:00:11.8655000Z,MBO,1,Clear,Bid,,,,1635775211756406043,,,,,,186
2021-11-01T14:00:11.9044000Z,MBO,1,Set,Ask,59.66,101,,1635775211866224795,0,,,,,187
2021-11-01T14:00:11.9992000Z,MBO,1,Set,Ask,59.72,400,,1635775211988607123,0,,,,,188
2021-11-01T14:00:12.7245000Z,MBO,1,Clear,Bid,,,,1635775210447864482,,,,,,189
2021-11-01T14:00:12.7245000Z,MBO,1,Set,Bid,59.58,95,,1635775212694135273,0,,,,,190
2021-11-01T14:00:12.8042000Z,MBO,1,Set,Bid,59.6,43,,1635775212771726193,0,,,,,191
2021-11-01T14:00:12.8042000Z,MBO,1,Set,Bid,59.6,35,,1635775212771750750,0,,,,,192
2021-11-01T14:00:12.8042000Z,MBO,1,Clear,Ask,,,,1635775211779654544,,,,,,193
2021-11-01T14:00:12.8042000Z,MBO,1,Set,Ask,59.62,140,,1635775135264097078,0,,,,,194
2021-11-01T14:00:12.8042000Z,MBO,1,Clear,Ask,,,,1635775211866224795,,,,,,195
2021-11-01T14:00:12.8042000Z,MBO,1,Clear,Bid,,,,1635775212771750750,,,,,,196
2021-11-01T14:00:12.8042000Z,MBO,1,Set,Ask,59.62,35,,1635775212771870950,0,,,,,197
2021-11-01T14:00:12.8042000Z,MBO,1,Set,Ask,59.62,98,,1635775212771884433,0,,,,,198
2021-11-01T14:00:12.8479000Z,MBO,1,Clear,Bid,,,,1635775212771726193,,,,,,199
2021-11-01T14:00:12.8557000Z,MBO,1,Set,Ask,59.61,125,,1635775212849446310,0,,,,,200
2021-11-01T14:00:12.8557000Z,MBO,1,Clear,Ask,,,,1635775212771870950,,,,,,201
2021-11-01T14:00:12.9565000Z,MBO,1,Set,Ask,59.66,101,,1635775212916235763,0,,,,,202
2021-11-01T14:00:13.1246000Z,MBO,1,Set,Ask,59.61,98,,1635775213080408347,0,,,,,203
2021-11-01T14:00:13.1246000Z,MBO,1,Clear,Bid,,,,1635775211756396128,,,,,,204
2021-11-01T14:00:13.1246000Z,MBO,1,Set,Bid,59.59,141,,1635775190050871230,0,,,,,205
2021-11-01T14:00:13.1246000Z,MBO,1,Set,Bid,59.59,43,,1635775213080777723,0,,,,,206
2021-11-01T14:00:13.1246000Z,MBO,1,Clear,Ask,,,,1635775213080408347,,,,,,207
2021-11-01T14:00:13.1246000Z,MBO,1,Clear,Bid,,,,1635775211761226140,,,,,,208
2021-11-01T14:00:13.8224000Z,MBO,1,Set,Ask,59.73,104,,1635775213817115646,0,,,,,209
2021-11-01T14:00:14.0063000Z,MBO,1,Set,Ask,59.61,34,,1635775213995423063,0,,,,,210
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Bid,59.6,135,,1635775214302141408,0,,,,,211
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Bid,59.6,98,,1635775214302201743,0,,,,,212
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Bid,59.6,45,,1635775214302215835,0,,,,,213
2021-11-01T14:00:14.3254000Z,MBO,1,Clear,Ask,,,,1635775212849446310,,,,,,214
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Ask,59.61,34,,1635775213995423063,0,,,,,215
2021-11-01T14:00:14.3254000Z,MBO,1,Clear,Bid,,,,1635775194976885455,,,,,,216
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Bid,59.6,18,,1635775214302317382,0,,,,,217
2021-11-01T14:00:14.3254000Z,MBO,1,Set,Bid,59.6,35,,1635775214302326146,0,,,,,218
2021-11-01T14:00:14.3254000Z,MBO,1,Clear,Bid,,,,1635775213080777723,,,,,,219
2021-11-01T14:00:14.3254000Z,MBO,1,Clear,Bid,,,,1635775214302215835,,,,,,220
2021-11-01T14:00:14.4053000Z,MBO,1,Set,Bid,59.55,101,,1635775214386249204,0,,,,,221
2021-11-01T14:00:14.4280000Z,MBO,1,Set,Bid,59.6,44,,1635775214411494034,0,,,,,222
2021-11-01T14:00:14.4280000Z,MBO,1,Clear,Bid,,,,1635775214411494034,,,,,,223
2021-11-01T14:00:15.2192000Z,MBO,1,Set,Bid,59.6,43,,1635775215202877298,0,,,,,224
2021-11-01T14:00:15.2815000Z,FLD,0,Set,,,,,,,,TradePrice,double,59.61,225
2021-11-01T14:00:15.2815000Z,FLD,0,Set,,,,,,,,TradeSize,long,34,225
2021-11-01T14:00:15.2815000Z,FLD,0,Set,,,,,,,,TradingCondition,string,0,225
2021-11-01T14:00:15.2815000Z,FLD,0,Set,,,,,,,,TradeId,string,1400152777151905961,225
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775212771884433,,,,,,226
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775211764356962,,,,,,227
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775213995423063,,,,,,228
2021-11-01T14:00:15.2829000Z,MBO,1,Set,Ask,59.62,140,,1635775135264097078,0,,,,,229
2021-11-01T14:00:15.2829000Z,MBO,1,Set,Bid,59.6,125,,1635775215277821988,0,,,,,230
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775212916235763,,,,,,231
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775135264144251,,,,,,232
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Bid,,,,1635775214302317382,,,,,,233
2021-11-01T14:00:15.2829000Z,MBO,1,Set,Bid,58.41,18,,1635775215277894805,0,,,,,234
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Bid,,,,1635775209562336512,,,,,,235
2021-11-01T14:00:15.2829000Z,MBO,1,Set,Bid,59.6,291,,1635775215278050268,0,,,,,236
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Bid,,,,1635775215277894805,,,,,,237
2021-11-01T14:00:15.2829000Z,MBO,1,Set,Bid,59.6,18,,1635775215278118165,0,,,,,238
2021-11-01T14:00:15.2829000Z,MBO,1,Clear,Ask,,,,1635775213817115646,,,,,,239
2021-11-01T14:00:15.2951000Z,MBO,1,Set,Ask,59.62,34,,1635775215281159081,0,,,,,240
2021-11-01T14:00:15.2951000Z,MBO,1,Set,Ask,59.62,321,,1635775215282772964,0,,,,,241
