GUID,ISIN,SEDOL,TICKER,BBG_TICKER,RIC,CUSIP,FIGI,AP_PRICE,AP_TYPE,MARKET_TIMESTAMP,TRA_TYPE,EXECUTION_PRICE,ORDER_TIMESTAMP,EXECUTION_TIMESTAMP,STOCK_EXCHANGE,INSTR_CCY,SET_CURRENCY,TRADE_CCY,MATURITY_DATE,INSTR_CLASS,INSTR_SUB_CLASS,INSTR_DESC,OK_ISIN,EXECDATE,OK_DATE,OUR_TICKER,OUR_EXCHANGE
0xD91CD7752535EB40B57408F54C7D171B,FR0000120271,,,,,,,,,,BUY,51.0999,2022-01-28 15:04:44.000,2022-01-28 16:35:25.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2022-01-28,TRUE,TTE,XPAR
0xDB685B7829653B45AC7011954756227B,FR0000120271,,,,,,,,,,SELL,37.5455,2021-08-03 14:14:47.000,2021-08-03 16:35:19.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-08-03,TRUE,TTE,XPAR
0xDCF91B25D2C87B4A9D5F50D807B4839A,FR0000120271,,,,,,,,,,BUY,37.515,2021-09-13 15:12:38.000,2021-09-13 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-09-13,TRUE,TTE,XPAR
0xDD5255CAAA7EAD4D929840F73DB6AD2F,FR0000120271,,,,,,,,,,SELL,43.6152,2021-10-27 14:52:53.000,2021-10-27 16:35:02.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-10-27,TRUE,TTE,XPAR
0xDE0EFF4B75DF894291C1C5195B67C64E,FR0000120271,,,,,,,,,,BUY,37.7353,2021-09-13 15:14:39.000,2021-09-13 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-09-13,TRUE,TTE,XPAR
0xE6307D87D4EAC3458699F8801ACD4700,FR0000120271,,,,,,,,,,SELL,42.6514,2021-12-03 14:15:13.000,2021-12-03 14:30:32.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-12-03,TRUE,TTE,XPAR
0xE7BFA5B6D4C6664E9A7B1A8211CE5854,FR0000120271,,,,,,,,,,BUY,37.7353,2021-09-13 15:14:39.000,2021-09-13 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-09-13,TRUE,TTE,XPAR
0xE8C7AD41988B7549A65E72C5CCB7DF1D,FR0000120271,,,,,,,,,,BUY,39.4057,2021-05-14 09:43:07.000,2021-05-14 14:31:51.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-05-14,TRUE,TTE,XPAR
0xE8F321DDF35F7145A7006515704842E6,FR0000120271,,,,,,,,,,SELL,37.6137,2021-08-18 14:18:47.000,2021-08-18 16:35:06.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-08-18,TRUE,TTE,XPAR
0xE9609F9297D1EF4A8852F94976140E50,FR0000120271,,,,,,,,,,BUY,50.8045,2022-01-20 08:39:59.000,2022-01-20 08:49:32.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2022-01-20,TRUE,TTE,XPAR
0xEBE2D618ED19DD4D89C05B91FCAFDB3D,FR0000120271,,,,,,,,,,BUY,37.3144,2021-08-27 14:13:20.000,2021-08-27 14:17:50.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-08-27,TRUE,TTE,XPAR
0xEC514FCBA4C9E74A8170BC88C71C5190,FR0000120271,,,,,,,,,,BUY,35.6673,2021-07-23 14:29:40.000,2021-07-23 16:35:05.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-07-23,TRUE,TTE,XPAR
0xEFC080B81E7E134B96C643AC34B2525C,FR0000120271,,,,,,,,,,BUY,38.8443,2021-06-01 14:18:46.000,2021-06-01 16:35:26.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-06-01,TRUE,TTE,XPAR
0xF070082506107345A48240E734BB91D6,FR0000120271,,,,,,,,,,BUY,39.2388,2021-09-22 15:21:32.000,2021-09-22 15:26:21.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-09-22,TRUE,TTE,XPAR
0xFB077A7818037B4B939E21D04E798DC7,FR0000120271,,,,,,,,,,BUY,39.4057,2021-05-14 09:43:07.000,2021-05-14 14:31:51.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-05-14,TRUE,TTE,XPAR
0xFB6ACB41977CB84CAD74CEDE2E1A8959,FR0000120271,,,,,,,,,,SELL,36.3391,2021-08-19 14:17:28.000,2021-08-19 16:35:07.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-08-19,TRUE,TTE,XPAR
0xFFCDF7A3E1F8E0408C064C3F8133E474,FR0000120271,,,,,,,,,,SELL,38.1448,2021-08-13 10:11:59.000,2021-08-13 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,TotalEnergies,TRUE,2021-08-13,TRUE,TTE,XPAR
0x06CB3E4239ECEA4AA1EB7F3DE1F631DC,FR0000120644,,,,,,,,,,SELL,56.8521,2021-05-14 09:28:44.000,2021-05-14 14:22:24.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-14,TRUE,BN,XPAR
0x09AED93645E1664BBEDDF532856CD0AA,FR0000120644,,,,,,,,,,SELL,58.9069,2021-05-05 08:21:43.000,2021-05-05 16:35:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-05,TRUE,BN,XPAR
0x1B13571D5B5E4D4D8A58C8A9D17D33F7,FR0000120644,,,,,,,,,,SELL,58.4573,2021-06-03 13:58:36.000,2021-06-03 16:35:14.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-03,TRUE,BN,XPAR
0x1BC37036DCDA254C95EC1A0A4D90DD95,FR0000120644,,,,,,,,,,SELL,59.1428,2021-05-07 12:48:09.000,2021-05-07 14:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-07,TRUE,BN,XPAR
0x1CF40B4B723B0F4BBAF2E4CB802AA0CC,FR0000120644,,,,,,,,,,SELL,58.995,2021-06-07 13:16:00.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0x20C3B272BBB98740BDC7DF97E7067DD3,FR0000120644,,,,,,,,,,SELL,56.3962,2021-05-11 08:29:34.000,2021-05-11 16:35:12.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-11,TRUE,BN,XPAR
0x22396D0F7A94C2478A70545949D0E9FA,FR0000120644,,,,,,,,,,SELL,58.9749,2021-06-07 11:25:54.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0x23D9B68FEC002F4D922C7680B4E093C7,FR0000120644,,,,,,,,,,SELL,59.1428,2021-05-07 12:48:09.000,2021-05-07 14:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-07,TRUE,BN,XPAR
0x28D536390DBCF4438EC3E4C65DF35329,FR0000120644,,,,,,,,,,SELL,56.0689,2021-05-11 13:59:39.000,2021-05-11 16:35:12.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-11,TRUE,BN,XPAR
0x2977F1BF5E9CF543B4FE07672076E455,FR0000120644,,,,,,,,,,SELL,58.2715,2021-05-27 14:25:00.000,2021-05-27 16:35:16.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-27,TRUE,BN,XPAR
0x2A151C963E469D4981BE0A5793176F9D,FR0000120644,,,,,,,,,,SELL,58.9167,2021-05-07 09:54:01.000,2021-05-07 14:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-07,TRUE,BN,XPAR
0x320C083A942BEC459F83B6B68CED8932,FR0000120644,,,,,,,,,,BUY,58.2223,2021-06-01 14:18:46.000,2021-06-01 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-01,TRUE,BN,XPAR
0x40228446C91EBF42BDD8DA6E52598465,FR0000120644,,,,,,,,,,SELL,59.0702,2021-06-08 07:59:23.000,2021-06-08 09:19:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-08,TRUE,BN,XPAR
0x41DB0E29BE9F24419AE3F75778C19DB5,FR0000120644,,,,,,,,,,SELL,59.05,2021-06-07 11:23:06.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0x4A04D059FE959B4985081B9D477B9E6F,FR0000120644,,,,,,,,,,BUY,56.777,2021-05-12 14:10:37.000,2021-05-12 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-12,TRUE,BN,XPAR
0x4A39E216C3175141BC143FB62270FB5F,FR0000120644,,,,,,,,,,SELL,56.985,2021-05-10 09:13:31.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0x553426FF6403334193C0D23E88984571,FR0000120644,,,,,,,,,,SELL,58.9749,2021-06-07 11:25:54.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0x55EE1A56859F1D4AB21166CC628FC26A,FR0000120644,,,,,,,,,,SELL,57.1039,2021-05-10 12:17:49.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0x5F64D9A3340FA547AA76A9E678153E4A,FR0000120644,,,,,,,,,,SELL,58.9167,2021-05-07 09:54:01.000,2021-05-07 14:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-07,TRUE,BN,XPAR
0x687BDCA4CBEBFE4FA730454ACC9115E7,FR0000120644,,,,,,,,,,BUY,59.11,2021-05-07 15:04:48.000,2021-05-07 15:13:21.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-07,TRUE,BN,XPAR
0x68A46D0F4C1899448C691B78750E93DB,FR0000120644,,,,,,,,,,SELL,59.0702,2021-06-08 07:59:23.000,2021-06-08 09:19:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-08,TRUE,BN,XPAR
0x72CD715A05471747B5184D3ACED9B185,FR0000120644,,,,,,,,,,SELL,58.2715,2021-05-27 14:25:00.000,2021-05-27 16:35:16.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-27,TRUE,BN,XPAR
0x855434E4D65C8F4DA2CF5C9B7812B108,FR0000120644,,,,,,,,,,SELL,59.0215,2021-05-05 09:26:16.000,2021-05-05 16:35:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-05,TRUE,BN,XPAR
0x87DBF1474B978C4A8BC4CA68BA62ABBC,FR0000120644,,,,,,,,,,SELL,56.6872,2021-05-10 09:34:13.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0x8FA229C9807EF043AD0BC6585EA83DBA,FR0000120644,,,,,,,,,,SELL,56.4853,2021-05-13 07:51:39.000,2021-05-13 10:41:13.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-13,TRUE,BN,XPAR
0x931B9E66BDC0E34592CDE2D6E28A9E56,FR0000120644,,,,,,,,,,SELL,59.0215,2021-05-05 09:26:16.000,2021-05-05 16:35:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-05,TRUE,BN,XPAR
0x94AB4E470D75E3469FD2B0761218004E,FR0000120644,,,,,,,,,,SELL,59.61,2021-05-20 15:01:20.000,2021-05-20 15:03:01.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-20,TRUE,BN,XPAR
0x94B97E29FEDE3F4788AFAB38EEB1FE09,FR0000120644,,,,,,,,,,SELL,57.1039,2021-05-10 12:17:49.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0x98D1AC9290B70B40A259740E2CF34A51,FR0000120644,,,,,,,,,,SELL,56.8416,2021-05-12 15:02:26.000,2021-05-12 16:05:02.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-12,TRUE,BN,XPAR
0xA4B87B502DC02F45A2218AF2ECF541B4,FR0000120644,,,,,,,,,,SELL,56.3962,2021-05-11 08:29:34.000,2021-05-11 16:35:12.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-11,TRUE,BN,XPAR
0xB227ECDE0A9DAD4C92BC9EBBF4606B4A,FR0000120644,,,,,,,,,,SELL,59.05,2021-06-07 11:23:06.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0xB4DF349D5615AF4C9E694AAE4E163E8C,FR0000120644,,,,,,,,,,SELL,56.8521,2021-05-14 09:28:44.000,2021-05-14 14:22:24.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-14,TRUE,BN,XPAR
0xC839B6A1894DD24EADDC2C62049309BA,FR0000120644,,,,,,,,,,SELL,58.8489,2021-05-06 13:55:20.000,2021-05-06 16:35:18.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-06,TRUE,BN,XPAR
0xC9BDB828AC51BB41BF33E218F84301A9,FR0000120644,,,,,,,,,,SELL,56.985,2021-05-10 09:13:31.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0xD98AFE9A0B0EA64DAAE89B340E6AA857,FR0000120644,,,,,,,,,,SELL,56.8416,2021-05-12 15:02:26.000,2021-05-12 16:05:02.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-12,TRUE,BN,XPAR
0xDABFDA7988F0454DA90F9EE1FCD4C99E,FR0000120644,,,,,,,,,,SELL,58.9069,2021-05-05 08:21:43.000,2021-05-05 16:35:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-05,TRUE,BN,XPAR
0xDEEA01CAF5F1794D82F6B159612CE1A6,FR0000120644,,,,,,,,,,SELL,58.995,2021-06-07 13:16:00.000,2021-06-07 15:45:36.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-06-07,TRUE,BN,XPAR
0xE52C8056FF69FA4E8F489693BD7D5DB9,FR0000120644,,,,,,,,,,BUY,56.8575,2021-05-10 15:03:04.000,2021-05-10 15:11:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0xE83B65FA9B495341BD1DCFB74D0E7390,FR0000120644,,,,,,,,,,SELL,56.6872,2021-05-10 09:34:13.000,2021-05-10 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-10,TRUE,BN,XPAR
0xEE5AA8E03E7FB644A2BB42EF00322963,FR0000120644,,,,,,,,,,SELL,56.4853,2021-05-13 07:51:39.000,2021-05-13 10:41:13.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-13,TRUE,BN,XPAR
0xF1DD112E39415145916BC76F192E463D,FR0000120644,,,,,,,,,,BUY,58.9511,2021-05-04 14:00:58.000,2021-05-04 16:35:28.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-04,TRUE,BN,XPAR
0xF47A7F68753893439550F65C186E3953,FR0000120644,,,,,,,,,,SELL,60.5118,2021-05-21 15:23:10.000,2021-05-21 15:25:00.000,XPAR,EUR,,EUR,,EQTY,ORD,Danone,TRUE,2021-05-21,TRUE,BN,XPAR
0x08A0253034C2CF4A93E2FDD0E23FB657,FR0000127771,,,,,,,,,,BUY,10.9092,2021-09-30 14:20:38.000,2021-09-30 16:35:12.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-30,TRUE,VIV,XPAR
0x0A075F6C717DFA48836166BD772C17C9,FR0000127771,,,,,,,,,,BUY,10.998,2021-11-02 11:25:39.000,2021-11-02 16:35:24.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-02,TRUE,VIV,XPAR
0x0B8D61D115B8C0499D4E5BAFBF09F8A1,FR0000127771,,,,,,,,,,BUY,11.5417,2022-01-31 09:40:41.000,2022-01-31 16:35:14.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-31,TRUE,VIV,XPAR
0x0BC3B18D75F0774A9D78B92303E2C16F,FR0000127771,,,,,,,,,,BUY,11.5581,2022-01-19 15:10:56.000,2022-01-19 16:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-19,TRUE,VIV,XPAR
0x0BFEBA9E84017D43BC668D9AC1F4A9BB,FR0000127771,,,,,,,,,,BUY,10.9801,2021-09-24 11:41:44.000,2021-09-24 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-24,TRUE,VIV,XPAR
0x11C9F406AAE7EC41AA42B1E9879BBA59,FR0000127771,,,,,,,,,,BUY,11.2602,2021-11-30 14:25:15.000,2021-11-30 16:35:15.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-30,TRUE,VIV,XPAR
0x11CADE9183597A4D917475D94940824C,FR0000127771,,,,,,,,,,BUY,12.1248,2022-01-05 14:05:27.000,2022-01-05 16:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-05,TRUE,VIV,XPAR
0x12DFF04CE7869D4AA1139E91CD6E46AB,FR0000127771,,,,,,,,,,BUY,11.3117,2021-11-22 14:32:11.000,2021-11-22 16:35:10.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-22,TRUE,VIV,XPAR
0x13D9391583A6A340983D676012AFB662,FR0000127771,,,,,,,,,,SELL,11.2402,2021-10-20 08:52:11.000,2021-10-20 16:35:15.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-20,TRUE,VIV,XPAR
0x1579EC6316F58A47A95C7B8E3BB83989,FR0000127771,,,,,,,,,,SELL,11.0035,2021-10-14 08:23:29.000,2021-10-14 16:35:19.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-14,TRUE,VIV,XPAR
0x16D669A0500C8C4088830FEE19F94344,FR0000127771,,,,,,,,,,SELL,11.2595,2021-11-29 11:00:23.000,2021-11-29 16:35:29.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-29,TRUE,VIV,XPAR
0x1791E4B7BAAC2D4186F0C05CA268607F,FR0000127771,,,,,,,,,,BUY,11.0383,2021-10-08 08:16:38.000,2021-10-08 10:44:55.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-08,TRUE,VIV,XPAR
0x194D9E84CC41034ABF6CFB4145F29F68,FR0000127771,,,,,,,,,,BUY,10.9777,2021-10-05 10:23:13.000,2021-10-05 13:50:43.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-05,TRUE,VIV,XPAR
0x1D9ECFB7972C7C45A07B96F0B02A073D,FR0000127771,,,,,,,,,,BUY,10.73,2021-09-22 12:24:29.000,2021-09-22 16:35:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-22,TRUE,VIV,XPAR
0x1E8F683A7AF30646B42BF4D16EFBE9E3,FR0000127771,,,,,,,,,,BUY,10.9801,2021-09-24 11:41:44.000,2021-09-24 16:35:00.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-24,TRUE,VIV,XPAR
0x2131F933D989444BBF52FAA5377F606F,FR0000127771,,,,,,,,,,SELL,11.2695,2021-12-02 09:05:27.000,2021-12-02 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-02,TRUE,VIV,XPAR
0x214CFF94FA36BD4DA5A1BEBCA33F3D84,FR0000127771,,,,,,,,,,BUY,10.9738,2021-09-27 14:37:53.000,2021-09-27 16:35:16.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-27,TRUE,VIV,XPAR
0x26853C1310F38943A064BE0A111DF8E7,FR0000127771,,,,,,,,,,SELL,11.3204,2021-12-03 14:15:13.000,2021-12-03 14:48:38.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-03,TRUE,VIV,XPAR
0x29BC5EA7D7A52A4C836E64E0A2E27052,FR0000127771,,,,,,,,,,BUY,10.73,2021-09-22 12:24:29.000,2021-09-22 16:35:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-22,TRUE,VIV,XPAR
0x2AD113ACD41127479EB20C5A2A12A0DC,FR0000127771,,,,,,,,,,SELL,11.738,2022-01-20 14:07:28.000,2022-01-20 16:35:21.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-20,TRUE,VIV,XPAR
0x2E8C9B6308D13648B3481616E05E2EDB,FR0000127771,,,,,,,,,,BUY,11.5393,2022-01-19 14:25:50.000,2022-01-19 16:35:27.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-19,TRUE,VIV,XPAR
0x2FB4A135A2F4E04DB6D3BFD02B393B99,FR0000127771,,,,,,,,,,BUY,11.3381,2021-12-06 15:16:38.000,2021-12-06 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-06,TRUE,VIV,XPAR
0x315447BEE88F61478A15C8C227750C45,FR0000127771,,,,,,,,,,SELL,11.2689,2021-12-13 14:07:24.000,2021-12-13 16:35:17.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-13,TRUE,VIV,XPAR
0x3A30AC7CB87AE542972587D5ED9672A4,FR0000127771,,,,,,,,,,SELL,11.1125,2021-11-05 14:00:48.000,2021-11-05 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-05,TRUE,VIV,XPAR
0x3E30C17C9981A149A190925A7E6246BE,FR0000127771,,,,,,,,,,BUY,11.2628,2021-12-02 14:03:19.000,2021-12-02 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-02,TRUE,VIV,XPAR
0x41A7EE200C413146A315211AB1E58DBD,FR0000127771,,,,,,,,,,BUY,10.8173,2021-09-28 13:57:22.000,2021-09-28 16:35:08.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-28,TRUE,VIV,XPAR
0x43440889476A7F4E8BCA60B036889BA7,FR0000127771,,,,,,,,,,SELL,11.4357,2021-12-01 09:30:00.000,2021-12-01 16:35:15.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-01,TRUE,VIV,XPAR
0x469E08C48BE94245B9CF2F9459077810,FR0000127771,,,,,,,,,,BUY,11.115,2021-11-05 14:06:43.000,2021-11-05 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-05,TRUE,VIV,XPAR
0x46F10A00C258C44DA945A124FBE7A20B,FR0000127771,,,,,,,,,,BUY,10.9525,2021-09-24 08:25:04.000,2021-09-24 11:13:03.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-24,TRUE,VIV,XPAR
0x4DEA653CF6AD534CB935831B12EA93D0,FR0000127771,,,,,,,,,,BUY,11.8568,2021-12-22 14:48:25.000,2021-12-22 16:35:04.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-12-22,TRUE,VIV,XPAR
0x55D2DB1D95B05C459F473534CA30D438,FR0000127771,,,,,,,,,,SELL,11.0792,2021-10-12 14:16:25.000,2021-10-12 16:35:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-12,TRUE,VIV,XPAR
0x5A4809B7BD649248941F5B33861DD019,FR0000127771,,,,,,,,,,SELL,11.5374,2021-10-22 08:02:07.000,2021-10-22 16:35:15.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-22,TRUE,VIV,XPAR
0x5B395EC74D6DC04CBDD71E93FAB4B4DA,FR0000127771,,,,,,,,,,SELL,30.4614,2021-08-13 12:30:11.000,2021-08-13 16:35:12.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-08-13,TRUE,VIV,XPAR
0x5E015558A4E03148A825BC78E344259E,FR0000127771,,,,,,,,,,BUY,10.8175,2021-09-23 08:38:41.000,2021-09-23 16:35:04.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-23,TRUE,VIV,XPAR
0x62529AC2F826C44388F0573DAF447E11,FR0000127771,,,,,,,,,,BUY,12.0728,2022-01-13 15:14:49.000,2022-01-13 16:35:34.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-13,TRUE,VIV,XPAR
0x6547BBB6F9C674479263FC8E1F572852,FR0000127771,,,,,,,,,,BUY,10.9544,2021-09-24 08:38:20.000,2021-09-24 11:13:03.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-24,TRUE,VIV,XPAR
0x69A4FE5CFBD6FB4AAB549FA55B65C35F,FR0000127771,,,,,,,,,,BUY,10.752,2021-09-22 12:25:01.000,2021-09-22 16:35:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-22,TRUE,VIV,XPAR
0x705EC54F6B4294469131E23F963965C0,FR0000127771,,,,,,,,,,BUY,10.904,2021-09-23 08:55:49.000,2021-09-23 16:35:04.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-09-23,TRUE,VIV,XPAR
0x70E69514C32A974EAFB1E1609A84146B,FR0000127771,,,,,,,,,,SELL,29.178,2021-05-19 09:28:53.000,2021-05-19 09:46:14.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-05-19,TRUE,VIV,XPAR
0x742AF4DE80B13D46BD7C36F246E74B11,FR0000127771,,,,,,,,,,SELL,11.2343,2021-11-30 08:01:01.000,2021-11-30 16:35:15.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-11-30,TRUE,VIV,XPAR
0x791632B5CA617D42A12EB3BE580A0420,FR0000127771,,,,,,,,,,BUY,11.4165,2022-01-24 08:14:19.000,2022-01-24 15:24:09.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2022-01-24,TRUE,VIV,XPAR
0x7EDEA0FDCBCB164B86613746C445C9C1,FR0000127771,,,,,,,,,,SELL,10.9958,2021-10-06 12:41:26.000,2021-10-06 16:35:23.000,XPAR,EUR,,EUR,,EQTY,ORD,Vivendi,TRUE,2021-10-06,TRUE,VIV,XPAR
