Timestamp,Price,Size,Flag
2021-03-05T12:05:53.830500Z,119.78,10,input
2021-03-05T12:13:21.877300Z,119.81,100,input
2021-03-05T12:18:52.098700Z,119.68,40,input
2021-03-05T12:23:41.741800Z,119.99,100,input
2021-03-05T12:24:16.856500Z,120.01,100,input
